route_id,query_date,route_pair,n_flights,synthetic,corridor_id,waypoint_index,lon,lat
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,36,59.95623,32.7129
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,37,61.29317,32.2748
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,38,62.63011,31.83669
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,39,63.96706,31.39859
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,40,65.304,30.96049
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,41,66.64094,30.52238
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,42,67.97788,30.08428
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,43,69.31483,29.63864
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,44,70.65626,29.19969
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,45,72.01416,28.82743
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,46,73.38954,28.43945
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,47,74.77474,28.0205
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,48,76.16309,27.57595
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,49,77.5451,27.08778
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,50,78.90297,26.49697
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,51,80.22718,25.89819
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,52,81.5254,25.3067
2022-01-17_EDDF_VTBS_0,2022-01-17,EDDF→VTBS,15,False,0,53,82.80429,24.72465
